bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
5,2,3531,9385,1.5,1,1,3,3531,1,1925,2112,931111
3,2.5,1611,4611,2,1,1,3,1611,1,1996,1,515111
4,2.5,3281,219188,2,1,1,3,3281,1,1994,1,925111
3,1.75,1861,15681,1,1,1,4,1861,1,1971,1,275111
3,1.75,1841,5111,1,1,1,4,921,921,1911,1,499111
3,2.5,2121,7211,2,1,1,3,2121,1,2113,1,517111
4,2.5,2271,9247,1,1,1,5,1511,771,1972,1,619851
3,2.5,2841,48716,1,1,3,3,1871,971,1994,1,511111
4,1.5,1221,9611,1,1,1,3,1221,1,1981,1,311111
4,2.5,2311,4179,2,1,1,3,2311,1,2118,1,646111
3,1.75,1841,7311,1,1,1,3,1841,1,1966,1963,265111
3,2.5,951,1111,2,1,1,3,951,1,2113,1,475111
4,2.25,3171,8411,2,1,1,4,3171,1,1971,1,611111
3,2,1731,38884,1,1,1,3,1731,1,1997,1,471111
2,1,921,8341,1,1,1,3,921,1,1939,1969,319951
3,2.75,3211,6699,2,1,1,3,3211,1,2114,2113,712111
4,2.75,3111,15992,2,1,1,3,3111,1,1996,1,775111
3,2.25,1611,11241,1,1,1,3,1191,511,1979,2114,391111
4,2.5,2841,11144,2,1,1,3,2841,1,2111,1,585111
3,2.5,2431,11511,2,1,1,3,2431,1,1989,1,1127111
3,1.75,1751,11461,2,1,1,4,1751,1,1976,1992,232613
3,2.25,1241,949,3,1,1,3,1241,1,2118,1,543111
3,3.25,1531,1612,3,1,1,3,1531,1,2116,1,617511
3,3.5,3391,11178,2,1,1,3,3141,351,2112,1912,751111
3,2.5,2321,6775,1,1,1,3,2321,1,2118,1,728151
4,2.5,2651,6884,2,1,1,3,2651,1,2112,1912,734991
3,2.5,2238,7219,2,1,1,3,2238,1,2111,1,331111
4,2.5,2621,7553,2,1,1,3,2621,1,1996,1,615111
3,2.75,1911,7281,1,1,1,3,1161,751,1979,2114,441111
4,2.5,3141,6587,2,1,1,3,3141,1,2113,1,651111
7,3.5,4641,15235,2,1,1,3,2861,1781,1965,2113,1951111
3,1,1511,4111,1,1,1,3,911,611,1925,2112,395111
1,1.75,381,15111,1,1,1,3,381,1,1963,2118,245111
4,3.5,2971,14486,2,1,1,3,2341,631,1997,1,915111
4,3.25,3131,9273,2,1,1,5,3131,1,1988,1,661111
4,2.5,1891,12236,1,1,1,3,1231,661,1978,1,378111
2,1,1141,3611,1,1,1,4,1141,1,1919,1981,611111
4,2.5,2191,11316,2,1,1,3,2191,1,1986,1,632511
2,2,1681,5756,2,1,1,4,1681,1,1911,1,211111
2,2.5,2771,7781,2,1,1,3,2771,1,2116,1,754811
2,1,1121,5131,1,1,1,4,1121,1,1948,1,175111
3,2.25,1471,4653,2,1,1,4,1471,1,1985,1,455111
3,2,1431,3481,1,1,1,3,981,451,1947,2112,451111
4,1.75,2151,11921,1,1,3,3,1451,611,1974,1,791111
4,1,2181,5511,1,1,1,3,1141,1141,1941,1994,481111
3,2.25,2871,8171,2,1,1,3,2251,621,1995,1,851111
4,3.25,3941,27591,2,1,3,3,3441,511,2111,1,725111
3,1.5,1521,4288,1,1,1,3,1121,511,1949,1998,381111
3,1.5,1711,14133,1,1,1,4,1711,1,1954,1979,979111
3,2.25,1941,11612,1,1,1,4,1111,841,1981,1,359951
4,2.25,2871,5453,2,1,1,4,2221,651,1926,1993,665911
3,3.25,3241,8338,2,1,1,3,3241,1,2111,1,812111
3,1,1151,7156,1,1,1,4,1151,1,1953,1983,213111
3,1.5,1441,28516,1,1,1,4,1441,1,1975,1,456111
5,2.5,2211,4181,1.5,1,1,5,1421,781,1916,1,547111
3,2,1471,8189,1,1,1,3,1471,1,1987,2111,281111
2,1.75,1761,4411,1,1,1,4,881,881,1931,1,641111
3,1.75,1781,8185,1,1,1,3,1211,571,1976,1,477111
4,2.25,2451,21111,1,1,2,4,1651,811,1954,1979,455111
3,3.5,1891,1711,2,1,1,3,1641,251,1999,1,587216
3,2.5,2541,5612,2,1,1,3,2541,1,1999,1,425111
4,1,1361,6111,1.5,1,1,3,1361,1,1917,2119,511511
2,2,1311,2841,2,1,1,3,1311,1,2114,2113,218111
3,2,1511,7884,1,1,1,3,1511,1,1942,2114,332111
3,1.5,1861,61961,1,1,1,4,1141,721,1967,1,291111
4,2,2211,7711,1,1,1,3,1111,1111,1979,2114,279111
4,2.5,3361,11548,2,1,1,3,3361,1,1988,2111,951111
3,2.75,2471,11125,2,1,1,3,2471,1,1961,2112,971511
2,1,1261,3961,1,1,1,3,691,571,1925,2112,412111
3,1,1431,11115,1.5,1,1,4,1431,1,1951,1983,411111
3,2.25,1231,7421,1.5,1,1,5,1231,1,1913,1,211111
4,2.5,2321,11717,2,1,1,3,2321,1,1997,1,397111
4,2.5,3291,6628,2,1,1,3,3291,1,2113,1,715111
4,2.5,2551,4771,2,1,1,3,2551,1,2115,1,371111
3,2.5,1871,5113,2,1,1,3,1871,1,2113,1,458111
5,3,3111,12429,1,1,1,3,1791,1321,1977,2114,436511
3,2.5,1821,8185,2,1,1,3,1821,1,1983,2119,329951
3,3.25,3151,18892,1,1,4,4,1651,1411,1962,1,951111
4,2,1891,6312,2,1,1,3,1891,1,1997,1,282111
1,1,811,16316,1,1,1,2,681,121,1931,1,251111
6,4.25,6911,244716,2,1,1,4,4821,2181,2112,1,1135111
4,1.75,2671,189486,2,1,4,3,2671,1,1972,2112,411111
5,2.75,3261,11711,1,1,1,3,1631,1631,1964,2111,681511
2,1,861,6611,1,1,1,5,861,1,1949,1,211111
5,4,3366,7811,2.5,1,2,3,2966,411,1937,1999,1311111
5,3.25,3841,4811,3,1,3,3,2751,1191,2118,1,1462497
4,4.5,3851,13551,2,1,2,3,3111,851,1998,2116,995111
4,2.5,2141,8265,2,1,1,3,2141,1,1996,1,355111
3,2.25,1791,11219,1,1,1,3,1291,511,1967,2111,425111
4,3,3741,31884,2,1,1,3,3161,681,1988,2111,869111
3,3.25,2661,4111,2,1,1,3,2171,491,2113,1,915111
3,2.25,3231,17833,2,1,1,4,3231,1,1973,1,2111111
4,2,3141,11437,1,1,1,4,2141,1111,1959,1,925111
6,4.5,5481,11811,2,1,3,4,4431,1151,1999,1,2411111
3,1,1161,3751,1.5,1,1,3,1161,1,1911,2116,391111
3,2.25,1861,11227,2,1,1,3,1861,1,1995,1,331111
4,3,1631,7626,1,1,1,5,1111,521,1991,1,482511
3,2.25,1751,1879,3,1,1,3,1751,1,2111,1,525111
3,1,1311,8161,1,1,1,4,1311,1,1961,2111,237111
3,1,961,7314,1,1,1,5,961,1,1961,1,215111
3,2.5,1851,7777,2,1,1,5,1851,1,1989,1,623111
4,2.75,3261,4911,2,1,1,3,3261,1,2113,1923,565111
4,2.25,2421,7927,1,1,1,4,1411,1121,1973,1,411111
3,1,1461,11111,1.5,1,1,3,1461,1,2112,1,415111
4,3,2241,8514,2,1,1,3,2241,1,1992,1,337111
2,1,1241,27142,1,1,1,3,1111,241,1943,2112,355111
3,2.25,2161,9552,1,1,1,4,1611,451,1975,1,885111
5,2.75,2281,11319,1,1,1,3,1311,981,1959,1989,421111
4,2.5,2511,6853,2,1,2,3,2511,1,2116,1,448111
4,2.75,3151,7135,2,1,1,3,3151,1,2114,2113,811111
5,2.25,2781,11192,2,1,1,4,2781,1,1978,2111,831111
6,1.75,2381,4181,2,1,1,3,2381,1,1917,2119,725111
3,2.25,2141,3111,2,1,1,3,2141,1,1915,2116,781111
2,1,841,4239,1,1,1,3,841,1,1948,1994,325111
4,2.25,2171,9665,1,1,1,4,1311,871,1976,1992,488811
4,3.5,4411,36211,2,1,1,3,4411,1,1989,1,1321111
4,2,2121,11479,1,1,1,4,1161,1161,1941,2111,489111
7,5.5,6631,13782,2,1,1,3,4931,1711,2114,2113,1241111
3,2.75,3291,22649,2,1,1,4,3291,1,1993,1,595111
5,2.25,2291,7421,1,1,1,3,1291,1111,1973,2113,359911
3,3,4911,43561,2,1,1,4,4111,911,1989,1,1181111
4,2.75,3731,8114,2,1,1,3,3731,1,2112,1912,925111
3,2.5,2441,4811,2,1,1,3,2441,1,2114,1,625111
3,2.5,2571,4611,2,1,1,3,2571,1,2114,1,339991
4,2.5,2971,4411,2,1,1,3,2971,1,2114,1,775951
5,3,2631,3149,2,1,1,3,1671,961,2113,1923,421111
3,3.25,1531,1565,2,1,1,3,1281,251,2115,1,654111
3,3.5,3691,8837,2,1,1,3,3691,1,2111,1,725111
2,1,1231,1821,2,1,1,4,831,411,1948,1,375111
3,2.5,2211,21111,1,1,1,3,1411,811,1952,2118,1111111
4,2.25,2331,8994,2,1,1,3,2331,1,1986,1,639511
4,2,2161,6311,1.5,1,1,4,2161,1,1928,1,849111
4,1.5,1551,9176,1,1,1,3,1111,551,1956,2111,418111
4,1.75,1781,2788,1,1,1,4,891,891,1943,1,442911
3,1.75,2611,5544,1.5,1,1,3,1681,931,1934,1978,751111
3,2.5,3291,6831,2,1,1,3,3291,1,2111,1,931111
2,1.75,1331,6111,1,1,1,4,961,371,1914,1945,565111
4,3.5,3531,14416,2,1,1,3,2571,961,1987,2111,874151
4,2.5,2191,6123,2,1,1,3,2191,1,1991,2119,545111
4,2.5,2141,8411,1,1,1,3,1421,621,1963,2118,511111
4,2.5,2371,11183,2,1,1,5,2371,1,1966,1,687111
4,2.5,2811,11613,2,1,1,3,2811,1,1989,1,811111
3,2.5,2151,41113,1,1,1,4,1571,481,1977,1,439511
3,1.75,2871,5111,1.5,1,1,4,1841,1131,1917,1,812111
4,2.5,2131,7311,1,1,1,4,1231,911,1963,1,732611
4,2.5,2581,6261,2,1,1,3,2581,1,2114,2113,374111
4,2.5,2381,13551,2,1,1,3,2381,1,1999,1,331111
4,2,1941,25611,1,1,1,1,1941,1,1962,1,365111
2,2,1611,17611,2,1,1,3,1611,1,1931,1983,291911
3,2.5,2161,5751,1,1,1,3,1331,731,1976,1,577111
2,1,1111,3111,1,1,1,4,1111,1,1925,1968,281111
4,2.5,2811,11121,2,1,1,3,2811,1,1982,1,675111
3,2.25,2381,11824,1,1,1,4,1451,931,1972,1,811111
2,1,1161,7211,1,1,1,4,1161,1,1951,1999,299995
3,1.75,1561,7217,1,1,1,3,1251,311,1983,2119,441111
2,1.75,1511,8645,1,1,1,4,1511,1,1963,1,249511
2,1,971,4561,1,1,1,4,971,1,1917,1,691111
3,1,1171,11111,1,1,1,4,1171,1,1968,1,235111
3,2.5,2281,7417,2,1,1,3,2281,1,1998,2116,321111
7,3,2811,9569,1,1,2,3,1411,1411,1963,2118,351111
4,1.5,1151,9361,1.5,1,1,3,1151,1,1971,2114,334111
6,3,2181,7956,2,1,1,3,2181,1,1981,1,235111
4,2.5,2521,7253,2,1,1,3,2521,1,1991,2119,442111
3,1.75,1761,7482,1,1,1,4,1761,1,1966,1,264111
2,1,1181,6552,1,1,1,4,1181,1,1949,1985,275111
2,1.5,951,4625,1,1,1,4,951,1,1949,1985,431111
3,2.5,1911,3255,2,1,1,3,1911,1,1988,2111,551111
4,2.5,2311,6158,2,1,1,3,2311,1,1999,1,775111
6,2.75,2661,8411,1,1,1,5,1551,1111,1962,1,613511
3,1,1531,389126,1.5,1,1,4,1531,1,1919,1985,231111
4,2.5,1851,5141,1,1,1,3,1231,621,1931,2113,449111
4,3.5,4231,21377,2,1,1,3,4231,1,1997,1,2175111
3,2,1211,5129,1,1,1,3,881,321,1937,1999,421111
4,2.25,2271,5112,1,1,1,5,1341,931,1954,1,735111
3,1.5,1191,9611,1,1,1,4,1191,1,1968,1,211111
3,2.75,1111,751,2,1,1,3,781,321,2118,1,286111
3,2.5,1641,1269,3,1,1,3,1641,1,2119,1,579111
3,3.75,1951,8625,1,1,1,3,1361,591,1959,1989,345111
3,1.75,1661,11151,1.5,1,1,3,1661,1,1957,2111,351111
3,1,881,9238,1.5,1,1,5,881,1,1946,1,291511
3,2.5,1511,1375,2,1,1,3,1211,311,2114,1,649951
3,2,1891,1599,2,1,1,3,1431,461,2112,1912,458511
3,1,1151,5111,2,1,1,3,1151,1,1911,2115,511111
3,2.5,2431,15264,2,1,1,3,2431,1,1997,1,362311
4,1.75,2111,7218,1,1,1,3,1171,941,1975,1,324111
3,2,2951,12196,2,1,1,4,2311,641,1918,1974,495111
3,2.25,1651,2958,2,1,1,3,1651,1,1985,1,233511
3,2.25,2111,11319,2,1,1,4,2111,1,1978,2111,479111
4,2.25,2111,19111,2,1,1,4,2111,1,1975,1,322211
4,2.5,3131,29163,2,1,1,3,3131,1,1998,2116,835111
3,1,1271,8411,1,1,1,3,1271,1,1955,2115,347111
3,1.75,1611,8613,1,1,1,5,1611,1,1962,1,725111
3,1,1141,4211,2,1,1,4,1141,1,1914,1,345111
3,2.5,2111,4118,2,1,1,3,2111,1,1989,1,345951
3,1.75,1841,8186,1,1,1,4,1841,1,1964,1,551111
3,1.75,1561,5223,1,1,1,4,811,751,1941,2111,399951
3,1.75,1841,7412,1,1,1,4,1241,611,1976,1992,269511
4,2.5,1831,7345,1,1,1,4,1541,291,1973,1,494111
4,1.75,2121,7421,1,1,1,4,1161,1161,1956,1,453111
3,1.75,1611,11281,1,1,1,3,1151,551,1977,2114,442511
4,1.75,1451,8891,1.5,1,1,3,1181,271,1962,2113,235111
3,1.75,1881,12821,1,1,1,3,1881,1,1959,1989,389811
3,1.75,1271,8111,1,1,1,3,881,391,1951,2115,346111
4,1.5,1721,6417,1,1,1,3,1721,1,1953,1,361111
4,2.5,2411,7351,2,1,1,3,2411,1,1991,2119,651111
3,1,1151,8145,1,1,1,4,991,161,1932,1958,291111
2,1,871,11111,1,1,1,3,871,1,1941,1996,234111
4,2.5,2111,37145,2,1,1,3,2111,1,1989,1,261111
3,2,2421,38781,1,1,1,5,1211,1211,1949,1,349911
3,1,1181,6111,1,1,1,4,1181,1,1952,1,275111
4,2.5,3421,31411,2,1,1,3,3421,1,1988,2111,725111
4,2.5,1871,7471,2,1,1,3,1871,1,1991,2119,375111
4,2.5,2511,216474,1,1,1,3,2511,1,1997,1,816111
3,2.5,2151,8221,2,1,1,3,2151,1,1992,1,471111
3,2.25,1471,2511,2,1,1,3,1181,391,1984,1,491111
5,2,2131,4181,1.5,1,1,5,1271,861,1926,1,615111
3,1,1111,19214,1,1,1,3,1111,1,1968,2111,249111
3,1.75,2391,7149,1,1,1,3,1351,1141,1955,2115,396511
2,1,861,2599,1,1,1,4,861,1,1911,1,415111
3,2.5,1961,12476,2,1,1,4,1961,1,1989,1,561111
4,2.5,2111,6117,2,1,1,3,2111,1,2113,1,459951
3,1,1621,9451,1.5,1,1,3,1621,1,1928,1954,265111
6,2.5,2891,8122,1,1,1,3,1631,1261,1977,2114,512111
3,1.75,1311,12731,1,1,1,3,1311,1,1981,2113,431111
2,1,1181,3511,1,1,3,3,1181,1,1924,2111,525111
4,2.5,2171,8518,1,1,3,3,1351,821,1955,2115,415111
3,2.5,2261,11153,2,1,1,3,2261,1,1987,2111,611111
3,1.75,1581,8821,1,1,1,4,1581,1,1967,1,225111
4,2.5,2621,4469,2,1,1,3,2621,1,2118,1,311111
4,2.5,1541,1861,2,1,1,3,1541,1,2114,1,491234
4,2.5,4571,74487,2,1,4,5,4571,1,1948,1985,1581111
4,3.25,3441,7661,2,1,1,3,3441,1,2116,1,915111
5,2.5,1741,8751,1,1,1,4,1741,1,1959,1,199951
4,1.75,2161,4333,1,1,1,4,1261,911,1942,1982,451111
3,1,1481,6978,2,1,1,4,1481,1,1949,1985,899111
2,1.75,2261,281962,2,1,2,3,1891,371,2115,1,649111
4,3.5,3911,59863,2,1,1,4,2491,1421,1987,1,781111
4,1.75,1711,21283,1.5,1,1,3,1341,361,1965,1993,411111
5,2.5,4471,35124,2.5,1,1,3,4471,1,1984,1,831511
3,1.75,1811,6111,1,1,1,5,911,911,1915,1,471111
3,3.25,1631,1677,3,1,1,3,1631,1,2117,1,385111
3,1,1131,9834,1,1,1,3,1131,1,1969,2111,326111
1,1,721,5111,1,1,1,3,721,1,1917,1983,335111
4,1.5,1891,43561,1,1,1,4,1891,1,1974,1,321111
4,2.5,1841,5551,2,1,1,3,1841,1,2114,2113,311111
4,2.5,2541,8411,2,1,1,5,2541,1,1977,1,269951
4,3.75,3521,3944,1.5,1,1,5,2211,1321,1913,1,1221111
4,2.5,3221,7875,1.5,1,1,4,3221,1,1966,1,591111
3,2,1821,5111,1.5,1,1,4,1721,111,1941,1998,751111
3,1.75,1231,9611,1,1,1,4,1231,1,1984,1,239951
3,2,1341,8515,1,1,1,3,1341,1,1931,1,215111
3,1,1211,13111,1,1,1,3,1211,1,1943,2112,165111
3,1.75,1391,18211,1,1,1,4,1391,1,1962,1,261351
4,2,1731,3884,1,1,1,5,1161,671,1924,1956,569111
3,2.25,1581,39189,1,1,1,3,1181,411,1992,1,425111
4,3,3521,4895,1,1,1,3,1981,1541,1954,2115,811111
4,2.5,2651,31511,1,1,1,4,1681,971,1961,2111,715111
3,1.75,1311,12751,1,1,1,3,1311,1,1993,1,337111
4,2.5,2311,7989,2,1,1,3,2311,1,1991,2119,561111
3,2.25,1781,7281,1,1,2,3,1341,441,1972,2112,449511
3,3.25,1981,2851,3,1,1,3,1981,1,1987,2111,661111
2,1.5,1311,1676,1,1,2,3,1311,1,1943,2112,685111
5,3.5,3511,11155,2,1,1,3,2571,931,1996,1,915111
3,1,1831,8114,1,1,1,3,1211,631,1961,2112,413511
3,2.25,1521,1245,3,1,1,3,1521,1,2114,2113,415111
4,2.75,2711,37111,2,1,1,3,2711,1,1984,1,385111
3,2.75,2811,18731,2,1,4,4,2811,1,1974,1,1711111
3,2.5,1661,6263,2,1,1,3,1661,1,2113,1,285111
3,2,1311,6738,1,1,1,4,1311,1,1991,1,249911
4,3.5,2961,6111,2,1,1,3,2961,1,2114,1,633634
3,2.5,2242,4995,2,1,1,3,2242,1,2111,1,329911
3,2.5,2541,4775,2,1,1,3,2541,1,2116,1,311111
3,1.5,1421,1192,2,1,1,3,1141,281,2118,1,345111
3,1.5,1271,2356,2,1,1,3,1271,1,2112,1912,161797
3,2.25,1311,917,2,1,1,3,1111,311,2116,1,562511
5,3,3191,7181,1,1,2,3,1891,1311,2113,1923,664951
5,3.25,2911,5127,2,1,1,3,2141,871,2113,1923,515111
3,2.25,1631,3817,2,1,1,3,1631,1,2115,1,497111
5,3,2311,8214,2,1,1,3,2311,1,2113,1923,312891
3,2.5,3311,5311,2,1,2,3,2441,871,2118,1,671111
2,1.5,941,1768,2,1,1,3,941,1,2119,1,362511
2,1.75,1121,1351,2,1,1,3,1121,1,2119,1,412111
3,1.75,1521,6381,1,1,1,3,791,731,1948,1994,438111
4,1.75,2331,5111,1.5,1,1,4,1511,821,1929,1,687511
3,1.5,1111,9611,1,1,1,4,1111,1,1962,1,161111
3,1.75,1171,8111,1,1,1,3,1171,1,1977,2114,415111
3,2.5,3171,12751,2,1,1,3,2361,811,1995,1,415111
4,2.5,3131,3841,3,1,1,3,3131,1,2115,1,881111
3,2.5,2271,111545,2,1,1,3,2271,1,1998,2116,585111
4,2.5,2341,9594,2,1,1,3,2341,1,1997,1,641111
3,3.5,2131,6151,2,1,2,5,1531,611,1918,1,819111
3,1.75,2311,35722,1,1,1,3,2311,1,1984,1,521111
3,1,1661,11783,1,1,1,4,1161,511,1978,2111,367511
4,2.75,2611,8761,1,1,1,4,1761,851,1978,2111,762511
3,1,2151,7117,1,1,1,3,2151,1,1954,2115,311111
3,2.5,2411,64173,1,1,1,4,1821,591,1976,1992,625111
2,1.5,1581,3681,1,1,2,3,1281,311,1941,1994,531111
3,2.5,1741,31886,2,1,1,3,1741,1,1992,1,379111
2,1,1271,5111,1,1,1,3,1191,181,1949,1998,615111
2,2.25,2551,6111,2,1,1,5,1861,691,1912,1,661111
3,2.25,1861,15559,2,1,1,4,1861,1,1963,1,381111
4,1.75,2711,27172,1,1,1,3,1381,1321,1958,2114,314911
3,1.5,1461,8711,1,1,1,3,1461,1,1955,2115,324951
3,1.75,1331,13112,1,1,1,3,1331,1,1968,1997,225111
3,2.5,2171,4132,2,1,1,3,2171,1,1999,1,535111
3,1.5,1361,11726,1,1,1,4,1361,1,1966,1,348511
4,2.5,2651,18295,2,1,1,3,2651,1,1986,1,725111
4,3,3581,35261,1.5,1,1,3,3581,1,1985,1,925111
2,1,2134,13392,1,1,4,5,1159,875,1947,1,549111
3,2,1231,11413,1,1,1,3,991,241,1984,1,411111
4,2.5,2451,55387,2,1,1,3,2451,1,1994,1,621111
6,2.75,2841,8346,1,1,1,5,1421,1421,1961,1,665111
4,3.75,3821,53574,1,1,1,3,3821,1,1994,1,1215111
3,2.5,2741,5925,2,1,2,3,2741,1,1913,1992,1157411
4,2.5,2191,5289,2,1,1,3,2191,1,1989,1,349951
5,4.75,6391,13181,2,1,1,3,4561,1831,1941,1996,2466351
4,2,2471,5181,1.5,1,1,3,1971,511,1948,1988,339111
3,1.75,1721,4181,1,1,1,4,961,761,1924,1,615111
4,3.25,3191,9571,2,1,1,3,2371,721,2114,2113,751111
4,1.75,2321,3825,1.5,1,1,5,1821,511,1926,1,941111
4,1.75,1741,7711,1,1,1,5,1741,1,1968,1,611111
4,2.5,2951,4512,2,1,1,3,2951,1,2115,1,455111
1,1,4811,28118,2,1,1,3,4811,1,1991,2119,1295648
3,2.5,1511,5412,1,1,1,5,911,611,1921,1,485111
3,1.5,1811,111188,1,1,1,5,1811,1,1969,1,358111
3,1,1111,4128,1,1,1,4,721,381,1942,1982,339111
3,1,1491,7435,1,1,1,3,1121,371,1969,2111,258111
2,1.5,1211,1259,2,1,1,3,1111,211,2113,1923,455111
4,2.5,1891,8515,1,1,1,3,1291,611,1981,1,437111
3,1.75,2211,9841,1,1,1,5,1511,711,1978,1,689111
4,2.5,2511,7992,1,1,1,3,1611,911,1978,1,319111
3,2.25,1421,1319,3,1,1,3,1421,1,2116,1,511111
3,1.75,2111,9911,1,1,2,4,1481,521,1957,2111,441111
2,2,1461,9152,1,1,2,5,1461,1,1911,1,1111111
4,2.5,3221,22588,2,1,1,3,3221,1,1996,1,875111
4,2,1311,8454,1,1,1,4,1311,1,1953,1983,314111
2,1,691,5281,1,1,1,4,691,1,1942,1982,139111
3,1.75,1151,11466,1,1,1,5,1151,1,1959,1,464511
3,1,1481,7284,1,1,1,3,971,511,1963,2118,336511
4,1.75,1851,6111,1,1,1,4,1271,581,1944,1,231111
3,2.5,1931,4511,2,1,1,3,1931,1,1991,2119,425111
2,1,751,5121,1,1,1,4,751,1,1941,1998,311111
3,2.25,1431,2113,2,1,1,3,981,451,1996,1,457511
3,1.75,1841,11441,1,1,1,4,1341,511,1977,1,366111
3,2,1311,14351,1,1,1,3,1311,1,1955,2113,512111
3,1,1151,7577,1,1,1,3,1151,1,1983,2119,194111
4,2.25,2211,9371,2,1,1,4,2211,1,1968,1,315111
4,2.5,3221,15611,1,1,1,5,1681,1541,1973,1,1251111
4,2.5,4621,21793,2,1,1,4,4621,1,1991,1,575111
4,1.75,1761,6214,1,1,2,4,1181,581,1951,1983,343511
3,1,851,6916,1,1,1,3,851,1,1948,1994,325111
4,3.25,4691,14931,2,1,2,3,3681,1111,1995,1,611111
4,3.5,3921,37122,2,1,1,3,3921,1,1996,1,851111
3,2.5,2141,3821,2,1,1,3,2141,1,2115,1,421111
2,2,1181,9265,1,1,1,3,1181,1,1941,1996,257511
5,2.5,2361,11375,1,1,1,4,1181,1181,1962,1,317111
3,2.25,3161,9951,1.5,1,2,4,1811,1251,1931,1,971111
3,2.25,1671,7881,1,1,1,4,1191,481,1977,1,252111
3,1.5,1821,5756,1.5,1,1,3,1641,181,1946,1,683511
3,2.5,1971,9617,2,1,1,3,1191,881,1988,2111,289111
2,2.25,931,747,2,1,1,3,631,311,2117,1,355111
3,3.5,2311,5611,1,1,1,3,2311,1,2114,2113,675111
3,2.5,2591,18981,1,1,1,4,2591,1,1976,1992,396511
4,1.75,1451,8451,1,1,1,3,1451,1,1961,2112,362511
4,1.75,1541,5121,1,1,1,5,771,771,1943,1,395111
5,2.75,2731,22572,1,1,1,3,2181,651,1968,1992,599111
3,1,881,18215,1,1,1,4,881,1,1945,1,218111
4,2.5,3191,8195,2,1,1,3,3191,1,2116,1,589951
3,1.5,1331,7611,1,1,1,4,1331,1,1968,1,218111
3,1.75,1511,7211,1,1,1,3,1511,1,1957,2111,361111
2,1,741,7681,1,1,1,4,741,1,1922,1,351111
4,3,2561,5616,2,1,1,3,2561,1,2114,2113,351111
3,2,2541,4751,1.5,1,1,5,1841,711,1931,1,845111
3,2.5,3211,213425,1,1,1,3,3211,1,2111,1,839111
4,3,3331,4111,1,1,1,3,1791,1541,1958,2114,851111
2,1,911,5221,1,1,1,4,911,1,1956,1,329951
4,1.5,1611,6181,1.5,1,1,3,1611,1,1946,1,425111
2,1,971,5511,1,1,1,3,971,1,1956,2111,211111
2,1,1131,2641,1,1,1,4,1131,1,1927,1,631511
2,1,651,5411,1,1,1,3,651,1,1951,2115,295111
3,2.25,2411,5111,1.5,1,1,4,1441,961,1926,1993,575111
3,2.5,2281,6131,2,1,1,3,2281,1,2111,1,415111
4,2.25,3551,13911,1,1,1,3,1831,1721,2111,1,859111
4,2.5,2151,2772,2,1,1,3,2151,1,2112,1912,639888
2,1.5,831,1119,2,1,1,3,831,1,2115,1,329445
4,2.5,2441,4851,2,1,1,3,2441,1,2113,1923,745641
3,2.5,1611,1936,2,1,1,3,1611,1,2117,1,395111
4,3.5,3191,31451,2,1,1,3,3191,1,2111,1,791111
4,1,2551,4111,2,1,1,3,2371,181,1915,2111,891111
3,2.5,2181,7518,1,1,1,4,1421,761,1962,1,411111
3,2,1411,9611,1,1,1,4,1411,1,1983,1,365511
3,2,1411,5761,1,1,1,3,1411,1,1985,1,245111
4,2.5,2341,8548,2,1,1,3,2341,1,1993,1,391111
3,1,1321,9111,1,1,1,3,1321,1,1966,1963,196511
4,1.75,3991,13471,2,1,1,3,3991,1,2116,1,1211111
3,1,1271,7566,1,1,1,4,1271,1,1958,1972,276911
3,4.5,4381,47144,2,1,3,3,3721,661,1968,1991,995111
4,3.25,4251,8571,2,1,1,3,4251,1,2114,2113,2311111
3,2.5,1861,8161,2,1,1,4,1861,1,1987,1,515111
4,3.5,3771,37134,2,1,1,3,2831,941,1989,1,1229111
4,1,1531,8891,1,1,1,3,981,551,1925,2112,352111
4,4,3571,8251,2,1,1,3,2861,711,2113,1923,597326
2,1,1741,5719,1,1,1,3,1741,1,1955,2115,811111
3,2.5,1671,8364,1,1,1,4,1311,371,1991,1,271111
4,2,1571,9415,2,1,1,4,1571,1,1984,1,235111
2,2.5,1591,1845,2,1,1,3,1591,1,1997,1,419911
5,2.5,2981,5377,2,1,1,3,2981,1,2116,1,739911
4,2.5,2691,4736,2,1,1,3,2691,1,2111,1,618111
2,1,911,2911,1,1,1,5,911,1,1924,1956,381511
2,1.75,1441,3711,1,1,1,3,1211,241,1914,1996,562111
4,2.5,3111,11392,2,1,1,3,3111,1,1995,1,741111
3,1,1641,18144,1.5,1,1,3,1641,1,1942,1999,318111
5,3.5,3111,11211,1,1,4,3,1661,1441,1971,2114,915111
4,3.5,4111,15253,2,1,1,3,4111,1,2117,1,762111
4,2,2121,48693,1.5,1,1,3,2121,1,1949,1998,356111
3,1.5,1841,5111,1.5,1,1,5,1341,511,1915,1,751111
4,2.25,2111,9984,1,1,1,4,1291,811,1973,1,418811
4,2.25,2461,11251,1,1,1,4,2461,1,1959,1,276111
3,2.5,2611,7511,2,1,1,3,2611,1,1996,1,725111
3,2,1461,6377,1,1,1,3,1461,1,1995,1,285111
3,1,1151,8498,1,1,1,3,1151,1,1958,2114,215111
3,2.5,1791,8144,2,1,1,3,1791,1,1989,1,583111
